일시,기온,강수량,풍속,습도,일조,일사,적설,전운량,지면온도
2023_05_04@9,16.8,10.8,1.9,100.0,0.0,0.0,,10.0,17.6
2023_05_04@10,18.9,12.7,4.4,92.0,0.0,0.0,,10.0,17.9
2023_05_04@11,19.8,4.0,6.2,85.0,0.0,0.0,,10.0,18.2
2023_05_04@12,18.9,6.1,7.0,89.0,0.0,0.01,,10.0,18.5
2023_05_04@13,19.2,0.1,4.7,88.0,0.0,0.22,,10.0,19.2
2023_05_04@14,19.1,0.5,4.3,85.0,0.0,0.03,,10.0,18.5
2023_05_04@15,18.7,1.4,4.4,89.0,0.0,0.0,,10.0,18.4
2023_05_04@16,18.9,2.3,5.1,88.0,0.0,0.01,,10.0,18.6
2023_05_04@17,18.7,2.2,4.6,92.0,0.0,0.1,,10.0,19.1
2023_05_04@18,19.2,0.5,4.8,92.0,0.0,0.12,,10.0,19.4
2023_05_04@19,19.4,0.0,4.0,92.0,0.0,0.04,,10.0,19.2
2023_05_04@20,19.9,0.0,1.7,91.0,0.0,0.01,,10.0,19.1
2023_05_04@21,19.5,0.1,0.9,95.0,,,,10.0,19.1
2023_05_04@22,19.6,0.3,1.6,96.0,,,,10.0,19.1
2023_05_04@23,23.0,0.0,2.3,85.0,,,,10.0,19.8
2023_05_05@0,23.1,0.0,2.1,83.0,,,,10.0,20.1
2023_05_05@1,22.8,0.2,2.4,86.0,,,,10.0,20.1
2023_05_05@2,22.6,0.3,1.9,87.0,,,,10.0,20.2
2023_05_05@3,23.6,0.3,5.0,82.0,,,,10.0,20.4
2023_05_05@4,23.6,0.0,3.8,80.0,,,,10.0,20.5
2023_05_05@5,22.6,0.5,2.3,86.0,,,,10.0,20.6
2023_05_05@6,22.5,0.4,1.8,87.0,0.0,0.0,,10.0,20.7
2023_05_05@7,23.7,1.3,5.3,82.0,0.0,0.0,,10.0,20.9
2023_05_05@8,23.5,1.0,6.7,85.0,0.0,0.13,,10.0,21.8
2023_05_05@9,21.9,2.9,2.3,91.0,0.0,0.02,,10.0,21.4
2023_05_05@10,22.3,5.7,3.0,90.0,0.0,0.06,,10.0,21.8
2023_05_05@11,23.1,3.0,2.9,87.0,0.0,0.16,,10.0,22.4
2023_05_05@12,24.4,1.6,5.7,81.0,0.0,0.37,,10.0,23.2
2023_05_05@13,23.5,0.7,2.8,83.0,0.0,0.34,,10.0,23.2
2023_05_05@14,24.6,0.6,5.7,80.0,0.0,0.18,,10.0,23.0
2023_05_05@15,24.6,0.8,6.7,81.0,0.0,0.35,,10.0,23.9
2023_05_05@16,25.0,0.3,7.7,78.0,0.0,0.46,,10.0,23.8
2023_05_05@17,26.2,0.0,5.1,70.0,0.0,0.15,,10.0,23.0
2023_05_05@18,24.7,2.2,6.4,81.0,0.0,0.09,,10.0,22.9
2023_05_05@19,24.2,0.6,6.4,84.0,0.0,0.0,,10.0,22.5
2023_05_05@20,23.1,1.2,1.9,89.0,0.0,0.0,,10.0,22.2
2023_05_05@21,23.2,0.0,4.8,84.0,,,,10.0,21.8
2023_05_05@22,22.9,,4.0,84.0,,,,10.0,21.5
2023_05_05@23,22.5,,4.4,84.0,,,,9.0,21.1
2023_05_06@0,22.4,,3.0,86.0,,,,10.0,21.0
2023_05_06@1,22.3,,2.7,84.0,,,,10.0,20.8
2023_05_06@2,21.2,,5.0,89.0,,,,9.0,20.3
2023_05_06@3,20.9,,5.9,86.0,,,,5.0,19.8
2023_05_06@4,19.7,,6.8,88.0,,,,7.0,19.6
2023_05_06@5,18.0,,4.5,92.0,,,,8.0,19.1
2023_05_06@6,17.5,,4.1,91.0,0.0,0.0,,9.0,18.7
2023_05_06@7,17.4,,4.1,91.0,0.0,0.11,,9.0,18.8
2023_05_06@8,17.8,,2.8,91.0,0.0,0.2,,10.0,19.3
2023_05_06@9,18.3,,3.6,89.0,0.0,0.5,,10.0,20.8
2023_05_06@10,18.3,,3.9,87.0,0.0,0.95,,10.0,22.1
2023_05_06@11,20.1,,4.0,82.0,0.3,2.05,,6.0,28.2
2023_05_06@12,20.6,,5.7,80.0,1.0,3.39,,5.0,31.8
2023_05_06@13,21.6,,4.3,76.0,0.7,2.98,,6.0,31.9
2023_05_06@14,22.3,,3.4,72.0,1.0,3.23,,10.0,34.4
2023_05_06@15,20.1,,4.4,78.0,0.3,2.31,,10.0,30.7
2023_05_06@16,18.6,,3.7,83.0,0.0,0.87,,10.0,25.7
2023_05_06@17,17.9,,4.2,86.0,0.0,0.33,,10.0,23.5
2023_05_06@18,17.4,,2.5,88.0,0.0,0.07,,10.0,21.6
2023_05_06@19,15.9,,4.4,97.0,0.0,0.02,,7.0,20.2
2023_05_06@20,15.8,0.1,1.3,98.0,0.0,0.0,,10.0,19.5
2023_05_06@21,16.1,0.0,2.0,97.0,,,,10.0,19.1
2023_05_06@22,16.6,,4.4,97.0,,,,7.0,18.5
2023_05_06@23,16.4,,4.3,95.0,,,,7.0,18.2
2023_05_07@0,15.8,0.0,3.9,95.0,,,,10.0,17.8
2023_05_07@1,15.7,0.0,3.3,95.0,,,,10.0,17.7
2023_05_07@2,15.5,0.0,3.9,95.0,,,,10.0,17.5
2023_05_07@3,15.3,0.0,4.4,95.0,,,,10.0,17.2
2023_05_07@4,15.1,0.0,4.1,96.0,,,,10.0,17.1
2023_05_07@5,15.1,0.0,4.0,96.0,,,,10.0,17.0
2023_05_07@6,15.0,0.0,4.2,95.0,0.0,0.0,,10.0,16.9
2023_05_07@7,14.7,0.2,5.2,96.0,0.0,0.0,,10.0,16.8
2023_05_07@8,14.5,0.9,4.2,96.0,0.0,0.0,,10.0,16.7
2023_05_07@9,14.4,1.8,4.7,95.0,0.0,0.0,,10.0,16.5
2023_05_07@10,14.3,2.7,3.9,95.0,0.0,0.01,,10.0,16.6
2023_05_07@11,14.0,3.9,4.5,94.0,0.0,0.03,,10.0,16.5
2023_05_07@12,13.9,2.8,5.0,93.0,0.0,0.06,,10.0,16.4
2023_05_07@13,13.6,3.2,3.9,93.0,0.0,0.09,,10.0,16.5
2023_05_07@14,13.5,1.3,4.9,91.0,0.0,0.21,,10.0,16.9
2023_05_07@15,13.8,0.0,4.9,91.0,0.0,0.09,,10.0,16.5
2023_05_07@16,13.7,0.1,5.9,90.0,0.0,0.05,,10.0,16.2
2023_05_07@17,13.6,0.0,4.3,89.0,0.0,0.04,,10.0,16.1
2023_05_07@18,13.8,0.0,2.9,86.0,0.0,0.04,,10.0,16.0
2023_05_07@19,13.8,,1.9,88.0,0.0,0.07,,7.0,15.9
2023_05_07@20,13.6,,1.9,89.0,0.0,0.0,,3.0,15.5
2023_05_07@21,13.3,0.0,1.8,91.0,,,,10.0,15.3
2023_05_07@22,12.7,0.8,2.1,96.0,,,,10.0,15.1
2023_05_07@23,12.5,0.8,2.6,97.0,,,,10.0,14.9
2023_05_08@0,12.5,0.1,1.1,96.0,,,,10.0,14.9
2023_05_08@1,12.7,,1.1,94.0,,,,10.0,14.8
2023_05_08@2,12.7,,1.6,83.0,,,,5.0,14.1
2023_05_08@3,12.4,,2.0,82.0,,,,2.0,12.9
2023_05_08@4,12.1,,1.5,83.0,,,,4.0,12.3
2023_05_08@5,11.8,,1.6,85.0,,,,3.0,11.8
2023_05_08@6,11.4,,1.8,89.0,0.0,0.0,,5.0,11.6
2023_05_08@7,12.0,,0.7,89.0,0.6,0.23,,5.0,12.3
2023_05_08@8,14.9,,2.0,77.0,0.9,0.92,,7.0,15.8
2023_05_08@9,15.9,,3.3,66.0,0.9,1.69,,7.0,21.0
2023_05_08@10,15.8,,3.2,66.0,0.6,1.8,,8.0,21.6
2023_05_08@11,16.7,,4.3,62.0,0.9,2.8,,6.0,26.5
2023_05_08@12,16.6,,4.6,59.0,0.9,3.16,,7.0,26.7
2023_05_08@13,17.3,,4.7,54.0,0.9,3.02,,8.0,29.0
2023_05_08@14,17.4,,4.7,52.0,0.7,2.44,,8.0,27.9
2023_05_08@15,17.2,,5.0,50.0,0.9,2.81,,8.0,26.7
2023_05_08@16,17.6,,4.9,49.0,0.9,2.26,,7.0,26.8
2023_05_08@17,17.4,,3.5,35.0,0.8,1.38,,8.0,23.2
2023_05_08@18,17.0,,3.6,43.0,1.0,1.05,,7.0,19.9
2023_05_08@19,15.8,,1.9,53.0,0.2,0.25,,6.0,17.5
2023_05_08@20,14.8,,1.9,64.0,0.0,0.01,,5.0,15.6
2023_05_08@21,14.2,,1.8,69.0,,,,8.0,14.6
2023_05_08@22,13.8,,1.5,70.0,,,,7.0,13.9
2023_05_08@23,13.5,,1.4,70.0,,,,7.0,13.7
2023_05_09@0,13.4,,1.4,62.0,,,,6.0,13.3
2023_05_09@1,13.2,,1.8,67.0,,,,5.0,12.6
2023_05_09@2,12.8,,2.1,69.0,,,,7.0,12.3
2023_05_09@3,12.5,,2.1,68.0,,,,2.0,11.8
2023_05_09@4,11.9,,1.9,73.0,,,,0.0,11.3
2023_05_09@5,12.4,,0.8,64.0,,,,0.0,11.0
2023_05_09@6,12.3,,2.8,59.0,0.0,0.0,,0.0,10.8
2023_05_09@7,13.1,,1.8,57.0,0.8,0.28,,0.0,11.5
2023_05_09@8,16.1,,2.5,68.0,1.0,1.06,,0.0,15.7
2023_05_09@9,17.5,,3.9,64.0,1.0,1.89,,0.0,21.8
2023_05_09@10,18.3,,3.5,68.0,1.0,2.6,,0.0,26.7
2023_05_09@11,18.6,,3.1,63.0,1.0,3.17,,0.0,30.5
2023_05_09@12,19.4,,2.9,62.0,1.0,3.52,,0.0,33.6
2023_05_09@13,19.6,,2.7,55.0,1.0,3.64,,7.0,36.2
2023_05_09@14,20.4,,3.6,46.0,1.0,3.35,,3.0,37.1
2023_05_09@15,21.1,,3.7,35.0,1.0,3.17,,5.0,37.2
2023_05_09@16,20.6,,3.2,50.0,1.0,2.32,,6.0,34.8
2023_05_09@17,21.0,,3.2,50.0,1.0,1.89,,5.0,32.3
2023_05_09@18,19.9,,2.3,51.0,1.0,1.15,,0.0,26.8
2023_05_09@19,17.9,,3.3,52.0,1.0,0.39,,0.0,22.3
2023_05_09@20,16.4,,2.9,57.0,0.0,0.0,,0.0,19.3
2023_05_09@21,15.8,,1.9,59.0,,,,4.0,17.8
2023_05_09@22,15.2,,1.2,54.0,,,,5.0,16.5
2023_05_09@23,15.1,,2.2,51.0,,,,6.0,15.5
2023_05_10@0,15.1,,2.2,50.0,,,,4.0,14.9
2023_05_10@1,14.8,,2.4,49.0,,,,5.0,14.1
2023_05_10@2,14.6,,1.9,50.0,,,,5.0,13.9
2023_05_10@3,14.5,,2.3,51.0,,,,6.0,13.6
2023_05_10@4,14.0,,2.5,54.0,,,,4.0,13.0
2023_05_10@5,14.6,,2.5,50.0,,,,3.0,12.7
2023_05_10@6,14.5,,2.5,51.0,0.0,0.0,,3.0,12.4
2023_05_10@7,15.3,,2.1,52.0,0.7,0.3,,3.0,13.5
2023_05_10@8,19.1,,1.1,45.0,1.0,1.03,,2.0,17.6
2023_05_10@9,20.9,,2.6,60.0,1.0,1.85,,3.0,24.2
2023_05_10@10,21.8,,2.3,58.0,1.0,2.52,,1.0,30.0
2023_05_10@11,22.2,,2.5,51.0,1.0,3.1,,2.0,34.8
2023_05_10@12,23.0,,3.3,43.0,1.0,3.47,,3.0,38.6
2023_05_10@13,21.7,,3.5,57.0,0.9,3.05,,6.0,38.5
2023_05_10@14,21.5,,3.7,56.0,1.0,3.29,,7.0,40.4
2023_05_10@15,22.1,,4.4,59.0,1.0,3.12,,4.0,40.1
2023_05_10@16,21.5,,4.5,63.0,1.0,2.57,,3.0,38.0
2023_05_10@17,21.3,,4.0,57.0,1.0,1.89,,2.0,34.5
2023_05_10@18,20.8,,3.0,54.0,1.0,1.04,,3.0,28.7
2023_05_10@19,18.6,,3.1,56.0,0.6,0.29,,2.0,24.1
2023_05_10@20,18.6,,2.5,47.0,0.0,0.0,,5.0,21.9
2023_05_10@21,18.7,,1.9,46.0,,,,7.0,20.4
2023_05_10@22,18.1,,1.4,42.0,,,,6.0,19.0
2023_05_10@23,17.9,,1.4,42.0,,,,7.0,18.2
2023_05_11@0,17.6,,2.7,40.0,,,,7.0,17.5
2023_05_11@1,16.8,,1.1,43.0,,,,6.0,16.8
2023_05_11@2,17.0,,1.4,42.0,,,,8.0,16.8
2023_05_11@3,16.6,,0.9,45.0,,,,9.0,16.8
2023_05_11@4,16.1,,1.6,67.0,,,,8.0,16.4
2023_05_11@5,15.9,,2.0,58.0,,,,6.0,15.9
2023_05_11@6,15.3,,0.1,66.0,0.0,0.0,,6.0,15.6
2023_05_11@7,15.9,,2.4,71.0,0.2,0.19,,5.0,16.4
2023_05_11@8,18.2,,1.6,59.0,0.8,0.94,,6.0,20.3
2023_05_11@9,19.0,,3.8,76.0,0.9,1.44,,7.0,24.8
2023_05_11@10,18.9,,5.6,83.0,1.0,2.41,,7.0,29.9
2023_05_11@11,19.2,,5.3,85.0,1.0,2.71,,7.0,34.0
2023_05_11@12,20.1,,6.2,79.0,1.0,2.96,,7.0,35.4
2023_05_11@13,21.2,,6.0,73.0,1.0,3.35,,7.0,39.3
2023_05_11@14,19.8,,6.9,78.0,0.7,2.71,,8.0,35.6
2023_05_11@15,19.7,,6.7,80.0,0.5,1.83,,8.0,34.2
2023_05_11@16,20.3,,5.6,78.0,0.9,1.89,,8.0,34.4
2023_05_11@17,19.9,,5.2,81.0,1.0,1.69,,7.0,32.4
2023_05_11@18,20.1,,3.2,80.0,0.9,0.95,,7.0,28.2
2023_05_11@19,20.1,,3.7,77.0,0.5,0.31,,7.0,25.5
2023_05_11@20,19.3,,1.9,77.0,0.0,0.01,,5.0,22.6
2023_05_11@21,18.3,,1.4,85.0,,,,0.0,21.1
2023_05_11@22,17.4,,0.0,89.0,,,,1.0,19.6
2023_05_11@23,16.8,,0.0,91.0,,,,0.0,18.4
2023_05_12@0,16.1,,0.8,78.0,,,,0.0,17.6
2023_05_12@1,15.4,,1.2,84.0,,,,6.0,16.8
2023_05_12@2,14.8,,2.9,84.0,,,,6.0,16.3
2023_05_12@3,14.5,,1.5,90.0,,,,9.0,16.2
2023_05_12@4,15.1,,2.0,91.0,,,,9.0,16.7
2023_05_12@5,15.5,,1.7,90.0,,,,8.0,16.8
2023_05_12@6,15.8,,1.5,83.0,0.0,0.0,,10.0,16.9
2023_05_12@7,16.6,,2.5,83.0,0.0,0.07,,10.0,17.8
2023_05_12@8,17.6,,0.5,78.0,0.0,0.33,,10.0,19.7
2023_05_12@9,19.0,,1.7,71.0,0.0,0.65,,10.0,22.0
2023_05_12@10,20.1,,2.0,68.0,0.0,1.25,,10.0,26.2
2023_05_12@11,19.8,,1.5,66.0,0.0,1.04,,10.0,25.5
2023_05_12@12,19.7,,3.2,67.0,0.0,0.69,,10.0,25.1
2023_05_12@13,20.1,,1.8,70.0,0.0,1.13,,10.0,26.9
2023_05_12@14,20.5,,2.5,71.0,0.0,1.47,,10.0,29.3
2023_05_12@15,19.2,,3.6,85.0,0.0,0.87,,10.0,27.1
2023_05_12@16,19.9,,2.5,78.0,0.0,0.82,,10.0,27.0
2023_05_12@17,19.2,0.0,2.7,75.0,0.0,0.5,,10.0,24.6
2023_05_12@18,18.3,0.0,2.5,87.0,0.0,0.2,,10.0,22.6
2023_05_12@19,18.0,,1.8,80.0,0.0,0.02,,10.0,21.2
2023_05_12@20,17.8,,1.5,79.0,0.0,0.0,,10.0,20.4
2023_05_12@21,18.0,0.0,2.8,78.0,,,,10.0,19.8
2023_05_12@22,16.9,0.3,2.7,85.0,,,,10.0,19.0
2023_05_12@23,15.7,1.8,0.4,89.0,,,,10.0,18.3
2023_05_13@0,15.3,1.3,0.0,90.0,,,,10.0,17.9
2023_05_13@1,14.9,1.9,0.0,96.0,,,,10.0,17.7
2023_05_13@2,14.4,1.4,1.8,97.0,,,,10.0,17.4
2023_05_13@3,14.2,0.7,1.7,97.0,,,,10.0,17.1
2023_05_13@4,14.1,0.8,1.3,97.0,,,,10.0,16.9
2023_05_13@5,14.2,1.1,3.7,98.0,,,,10.0,16.7
2023_05_13@6,14.4,0.4,1.9,98.0,0.0,0.0,,10.0,16.8
2023_05_13@7,14.6,0.0,2.6,97.0,0.0,0.0,,10.0,17.0
2023_05_13@8,15.3,,2.0,94.0,0.0,0.16,,10.0,18.1
2023_05_13@9,16.0,,2.3,92.0,0.0,0.26,,10.0,18.8
2023_05_13@10,16.2,0.1,2.3,95.0,0.0,0.4,,10.0,20.5
2023_05_13@11,16.2,0.0,3.8,94.0,0.0,0.48,,10.0,20.2
2023_05_13@12,16.1,0.2,4.2,97.0,0.0,0.59,,10.0,21.6
2023_05_13@13,15.8,0.0,4.8,96.0,0.0,0.59,,10.0,20.9
2023_05_13@14,16.3,,4.7,90.0,0.0,0.89,,9.0,21.5
2023_05_13@15,17.2,,3.9,87.0,0.0,1.31,,9.0,24.3
2023_05_13@16,17.7,,2.9,82.0,0.0,1.33,,9.0,25.1
2023_05_13@17,18.0,,3.1,83.0,0.1,1.28,,8.0,24.7
2023_05_13@18,17.4,,4.3,84.0,1.0,1.14,,2.0,21.8
2023_05_13@19,16.4,,2.7,87.0,1.0,0.39,,2.0,19.2
2023_05_13@20,15.9,,0.6,89.0,0.0,0.01,,5.0,18.2
2023_05_13@21,15.8,,0.2,90.0,,,,8.0,18.0
2023_05_13@22,15.3,,1.0,91.0,,,,4.0,16.9
2023_05_13@23,14.8,,1.4,94.0,,,,3.0,16.1
2023_05_14@0,14.5,,1.5,94.0,,,,0.0,15.5
2023_05_14@1,14.2,,1.9,91.0,,,,0.0,15.0
2023_05_14@2,13.8,,2.0,88.0,,,,0.0,14.4
2023_05_14@3,13.7,,1.5,87.0,,,,0.0,14.1
2023_05_14@4,13.5,,1.4,87.0,,,,0.0,13.7
2023_05_14@5,13.2,,2.0,87.0,,,,1.0,13.3
2023_05_14@6,13.3,,2.4,86.0,0.0,0.01,,4.0,13.3
2023_05_14@7,14.1,,1.9,80.0,0.7,0.29,,2.0,14.2
2023_05_14@8,16.9,,0.4,71.0,0.9,1.02,,0.0,18.2
2023_05_14@9,18.9,,2.5,64.0,1.0,1.78,,4.0,23.3
2023_05_14@10,20.3,,2.9,61.0,0.8,2.22,,8.0,26.0
2023_05_14@11,19.7,,2.6,68.0,0.2,1.96,,7.0,27.0
2023_05_14@12,20.4,,3.3,66.0,0.7,2.9,,6.0,30.7
2023_05_14@13,21.2,,3.7,77.0,1.0,3.43,,8.0,33.4
2023_05_14@14,20.1,,3.6,78.0,0.5,2.67,,6.0,32.5
2023_05_14@15,20.0,,2.9,79.0,0.5,2.21,,10.0,29.6
2023_05_14@16,19.3,,2.7,81.0,0.1,1.22,,7.0,27.8
2023_05_14@17,18.8,,2.7,82.0,0.3,1.12,,6.0,26.3
2023_05_14@18,18.3,,2.2,84.0,0.9,0.94,,7.0,24.2
2023_05_14@19,17.6,,1.4,87.0,0.2,0.31,,0.0,21.5
2023_05_14@20,17.2,,1.8,90.0,0.0,0.01,,0.0,19.6
2023_05_14@21,16.9,,0.9,93.0,,,,0.0,18.6
2023_05_14@22,16.4,,0.7,94.0,,,,0.0,17.8
2023_05_14@23,16.1,,0.0,96.0,,,,0.0,17.1
2023_05_15@0,16.0,,0.4,93.0,,,,0.0,16.6
2023_05_15@1,15.8,,0.4,89.0,,,,0.0,16.1
2023_05_15@2,15.7,,1.5,89.0,,,,0.0,15.7
2023_05_15@3,15.4,,1.2,83.0,,,,0.0,15.3
2023_05_15@4,14.9,,0.5,88.0,,,,0.0,14.9
2023_05_15@5,14.7,,0.9,82.0,,,,0.0,14.6
2023_05_15@6,14.8,,2.0,79.0,0.0,0.01,,6.0,14.5
2023_05_15@7,16.1,,1.1,84.0,0.2,0.29,,5.0,16.2
2023_05_15@8,18.6,,0.0,78.0,0.8,0.84,,5.0,19.9
2023_05_15@9,19.8,,1.7,73.0,1.0,1.43,,9.0,23.8
2023_05_15@10,19.4,,2.1,77.0,0.3,1.44,,10.0,24.1
2023_05_15@11,16.7,3.8,3.8,87.0,0.0,0.1,,10.0,19.0
2023_05_15@12,18.8,0.4,2.6,79.0,0.0,0.26,,10.0,20.8
2023_05_15@13,20.1,0.0,2.8,73.0,0.0,0.24,,10.0,20.4
2023_05_15@14,23.8,0.6,2.0,51.0,0.1,0.63,,10.0,23.7
2023_05_15@15,22.6,,2.7,57.0,0.5,1.77,,6.0,25.4
2023_05_15@16,23.8,,4.6,53.0,1.0,2.44,,2.0,28.8
2023_05_15@17,23.6,,3.3,54.0,1.0,1.61,,2.0,26.9
2023_05_15@18,23.5,,1.9,55.0,1.0,1.0,,2.0,24.5
2023_05_15@19,21.0,,1.5,69.0,0.8,0.37,,1.0,21.6
2023_05_15@20,18.8,,0.7,88.0,0.0,0.02,,0.0,19.7
2023_05_15@21,18.0,,0.0,92.0,,,,0.0,18.7
2023_05_15@22,17.6,,0.0,94.0,,,,0.0,17.9
2023_05_15@23,17.2,,0.0,89.0,,,,0.0,17.2
2023_05_16@0,16.8,,0.0,84.0,,,,0.0,16.5
2023_05_16@1,16.9,,1.7,80.0,,,,0.0,16.0
2023_05_16@2,16.5,,1.7,79.0,,,,0.0,15.5
2023_05_16@3,15.9,,0.0,82.0,,,,0.0,15.0
2023_05_16@4,15.4,,0.0,84.0,,,,0.0,14.6
2023_05_16@5,15.4,,1.3,79.0,,,,0.0,14.3
2023_05_16@6,15.7,,2.0,76.0,0.0,0.01,,0.0,14.3
2023_05_16@7,16.9,,1.4,69.0,0.8,0.32,,0.0,15.3
2023_05_16@8,19.9,,1.0,68.0,1.0,1.03,,0.0,19.7
2023_05_16@9,22.5,,1.5,63.0,1.0,1.82,,0.0,25.4
2023_05_16@10,24.8,,2.8,54.0,1.0,2.51,,0.0,29.7
2023_05_16@11,25.5,,2.5,54.0,1.0,3.05,,0.0,32.9
2023_05_16@12,26.1,,2.9,50.0,1.0,3.42,,0.0,34.9
2023_05_16@13,25.8,,3.5,54.0,1.0,3.51,,0.0,36.1
2023_05_16@14,25.9,,3.4,56.0,1.0,3.39,,0.0,37.0
2023_05_16@15,24.9,,2.9,64.0,1.0,3.05,,0.0,37.6
2023_05_16@16,24.4,,3.5,65.0,1.0,2.51,,0.0,36.5
2023_05_16@17,23.9,,3.5,67.0,1.0,1.86,,0.0,33.7
2023_05_16@18,23.1,,4.4,66.0,1.0,1.12,,0.0,28.7
2023_05_16@19,21.2,,2.9,75.0,0.9,0.42,,0.0,24.9
2023_05_16@20,20.5,,0.9,79.0,0.0,0.01,,0.0,22.6
2023_05_16@21,19.4,,2.3,88.0,,,,4.0,21.2
2023_05_16@22,18.9,,0.9,89.0,,,,6.0,20.2
2023_05_16@23,18.7,,1.3,86.0,,,,5.0,19.4
2023_05_17@0,18.2,,1.0,90.0,,,,6.0,18.7
2023_05_17@1,17.7,,1.2,93.0,,,,0.0,18.1
2023_05_17@2,16.5,,0.3,98.0,,,,10.0,17.9
2023_05_17@3,16.1,,0.3,99.0,,,,3.0,17.1
2023_05_17@4,15.7,,1.0,99.0,,,,10.0,16.9
2023_05_17@5,16.0,,1.7,96.0,,,,5.0,16.6
2023_05_17@6,15.8,,1.0,95.0,0.0,0.06,,6.0,16.6
2023_05_17@7,16.7,,0.0,93.0,0.7,0.53,,7.0,18.8
2023_05_17@8,17.5,,1.6,91.0,0.2,0.59,,7.0,19.7
2023_05_17@9,19.8,,1.9,80.0,0.8,1.45,,7.0,24.2
2023_05_17@10,20.1,,1.6,83.0,0.9,2.04,,7.0,28.4
2023_05_17@11,21.4,,1.1,75.0,0.7,2.0,,7.0,30.3
2023_05_17@12,24.5,,2.4,50.0,1.0,2.96,,7.0,35.3
2023_05_17@13,24.1,,2.8,57.0,1.0,3.38,,7.0,39.3
2023_05_17@14,23.8,,3.0,64.0,0.9,2.63,,8.0,38.7
2023_05_17@15,24.9,,4.0,62.0,1.0,2.77,,7.0,39.4
2023_05_17@16,23.6,,2.2,70.0,0.5,1.87,,8.0,33.8
2023_05_17@17,23.4,,3.7,67.0,0.8,1.66,,8.0,33.6
2023_05_17@18,22.9,,2.5,70.0,0.0,0.56,,9.0,28.4
2023_05_17@19,21.7,,1.9,74.0,0.0,0.09,,10.0,25.4
2023_05_17@20,21.3,,1.5,78.0,0.0,0.0,,10.0,23.8
2023_05_17@21,22.1,,1.7,71.0,,,,10.0,23.0
2023_05_17@22,21.7,,1.5,74.0,,,,10.0,22.3
2023_05_17@23,21.7,,1.1,72.0,,,,10.0,21.9
2023_05_18@0,21.7,0.0,2.6,72.0,,,,10.0,21.1
2023_05_18@1,20.7,0.5,2.3,77.0,,,,10.0,20.5
2023_05_18@2,20.9,0.2,2.7,60.0,,,,10.0,19.8
2023_05_18@3,20.2,0.9,3.2,79.0,,,,10.0,19.7
2023_05_18@4,19.3,0.0,2.6,84.0,,,,10.0,19.6
2023_05_18@5,18.2,4.0,1.5,91.0,,,,10.0,19.3
2023_05_18@6,17.3,7.0,3.5,93.0,0.0,0.0,,10.0,18.6
2023_05_18@7,17.5,5.7,0.5,95.0,0.0,0.0,,10.0,18.8
2023_05_18@8,18.2,2.6,6.5,96.0,0.0,0.04,,10.0,19.4
2023_05_18@9,19.0,0.6,3.8,91.0,0.0,0.15,,10.0,20.3
2023_05_18@10,19.6,0.0,3.7,82.0,0.0,0.3,,10.0,20.5
2023_05_18@11,19.2,0.6,6.4,85.0,0.0,0.56,,10.0,21.4
2023_05_18@12,18.9,0.0,6.0,90.0,0.0,0.89,,10.0,21.8
2023_05_18@13,19.9,0.0,4.9,90.0,0.1,1.33,,10.0,24.8
2023_05_18@14,20.5,0.0,6.4,91.0,0.0,1.11,,10.0,24.7
2023_05_18@15,21.1,0.2,4.5,90.0,0.1,1.55,,10.0,26.0
2023_05_18@16,19.2,0.0,5.2,96.0,0.0,0.51,,10.0,23.7
2023_05_18@17,18.2,0.5,7.7,97.0,0.0,0.24,,10.0,21.7
2023_05_18@18,18.2,0.3,4.2,98.0,0.0,0.08,,10.0,21.0
2023_05_18@19,17.7,0.6,6.0,97.0,0.0,0.0,,10.0,20.1
2023_05_18@20,17.2,0.9,4.6,97.0,0.0,0.0,,10.0,19.4
2023_05_18@21,17.1,0.4,5.4,97.0,,,,10.0,19.0
2023_05_18@22,17.1,0.8,4.7,97.0,,,,10.0,18.8
2023_05_18@23,17.2,1.1,4.3,98.0,,,,10.0,18.8
2023_05_19@0,17.3,0.5,4.2,97.0,,,,10.0,18.7
2023_05_19@1,17.1,2.2,5.4,99.0,,,,10.0,18.6
2023_05_19@2,16.8,2.2,4.3,98.0,,,,10.0,18.4
2023_05_19@3,17.0,1.0,2.9,98.0,,,,10.0,18.4
2023_05_19@4,16.9,2.0,3.7,99.0,,,,10.0,18.4
2023_05_19@5,16.7,2.1,3.2,100.0,,,,10.0,18.3
2023_05_19@6,16.8,0.9,0.9,99.0,0.0,0.0,,10.0,18.4
2023_05_19@7,17.1,0.0,0.0,99.0,0.0,0.01,,10.0,18.9
2023_05_19@8,17.5,,0.0,95.0,0.0,0.1,,10.0,19.8
2023_05_19@9,18.1,,0.9,91.0,0.0,0.25,,10.0,20.5
2023_05_19@10,18.6,,1.0,89.0,0.0,0.43,,10.0,21.6
2023_05_19@11,19.5,,1.0,84.0,0.0,1.11,,9.0,25.0
2023_05_19@12,20.4,,1.8,76.0,0.0,1.43,,9.0,26.5
2023_05_19@13,21.5,,2.9,71.0,0.0,1.87,,8.0,28.7
2023_05_19@14,22.1,,2.3,67.0,0.3,2.13,,6.0,30.7
2023_05_19@15,23.0,,2.3,62.0,1.0,3.15,,4.0,32.4
2023_05_19@16,23.3,,4.3,61.0,1.0,2.63,,4.0,30.8
2023_05_19@17,22.4,,3.8,68.0,1.0,1.95,,4.0,28.7
2023_05_19@18,20.2,,2.4,85.0,0.7,1.02,,5.0,25.0
